audio,raw_asr,reference,cleaned_asr,cleaned_ref,tagged_asr
238123_8.wav," तो मैंने, हाँ, उमैनी अपनि दूस्तों के सात,ःरीवार कह सकता,",उसी ही फिल्ड में हमको मिली है हे न तो मैंने हा मैंने अपने दोस्तों के साथ परिवार के साथ ये सारे विचार रखे तो बड़े खुश हुए कि नहीं नही सही है कि आप अ दूसरे जॉब में और ।,त मन ह उमन अपन दसत क सतरवर कह सकत,उस ह फलड म हमक मल ह न त मन ह मन अपन दसत क सथ परवर क सथ य सर वचर रख त बड खश हए क नह सह ह क आप अ दसर जब म और,त मन ह उमन अपन दसत क सतरवर कह सकत
238123_9.wav," अवर ज्याने की सकतिंग,",और अच्छी ग्रोथ करेंगे है ना जो आपको नया मौका मिला है जो नई चुनौतियां मिली है है ना उसको और कैसे अच्छे से हैंडल किया जाए ये सारी चीजें मैंने शेयर की,अवर जयन क सकतग,और अचछ गरथ करग ह न ज आपक नय मक मल ह ज नई चनतय मल ह न उसक और कस अचछ स हडल कय जए य सर चज मन शयर क,अवर जयन क सकतग
239492_0.wav, Mm-hmm,हम हम,mm-hmm,हम,mm-hmm
239492_1.wav, तोडा अपका हवाज किल्यर नहीं आराय,थोड़ा आपका आवाज किलियर नहीं आ रहा है,तड अपक हवज कलयर नह आरय,थड आपक आवज कलयर नह आ रह ह,तड अपक हवज कलयर नह आरय
239492_10.wav, तो ज़िया करनेंगी है,अह चूल्हे को लगाना ऐसे बहुत सारे काम है न नए घर में करना पड़ता है,त जय करनग ह,अह चलह क लगन ऐस बहत सर कम ह न नए घर म करन पडत ह,त जय करनग ह
239492_11.wav," अहा, हा. सब ये वोले",हाँ हाँ हां सही बोलें,अह ह सब य वल,ह सह बल,अह ह सब य वल
239492_12.wav, Uh huh.,हा और,huh,ह और,[EN]huh[/EN]
239492_13.wav, Okay.,तो ही बोला और अगर,ओक,त ह बल और अगर,ओक
239492_14.wav," अगर हमारा ने ग़र मकान बंत्रहीं, तो एक दिस कुल सब आप रहा है.","हां हां अगर अगर हमारा अं नए घर बन रहे हैं, मकान बन रहे हैं, तो गृह प्रवेश कराना एक रीति रिवाज है, जो अं सभी के यहां होता है, तो वो भी हम करा सकते हैं",अगर हमर न गर मकन बतरह त 11 कल सब आप रह ह,ह अगर हमर अ नए घर बन रह ह मकन बन रह ह त गह परवश करन 1 रत रवज ह ज अ सभ क यह हत ह त व भ हम कर सकत ह,अगर हमर न गर मकन बतरह त 11 कल सब आप रह ह
239492_15.wav," तो से मैं बदान्तरन की हुईकि आप भी लगाए नहीं, और वो अचले ज़ाया रहा है.",उसमें ब तमाम मेहमान ज अं को निमंत्रण करना एं या बुलाना उस पार्टी में गृह प्रवेस में खिलाना कि देखिये हम नया मकान या या नए मोहल्ले में सिफ्ट हुए हैं ।,त स म बदनतरन क हईक आप भ लगए नह और व अचल जय रह ह,उसम ब तमम महमन ज अ क नमतरण करन ए य बलन उस परट म गह परवस म खलन क दखय हम नय मकन य नए महलल म सफट हए ह,त स म बदनतरन क हईक आप भ लगए नह और व अचल जय रह ह
239492_16.wav, जान्कारी देणा सबि को,जानकारी देना सभी को,जनकर दण सब क,जनकर दन सभ क,जनकर दण सब क
239492_17.wav," अर पुडाने ब़ोस की याधे, ताया कर्ना इस फिकृट भताहन चांगें",और पुराने पड़ोस की यादें ताजा करना इस पर कुछ आप बताना चाहेंगे,अर पडन बस क यध तय करन इस फकट भतहन चग,और परन पडस क यद तज करन इस पर कछ आप बतन चहग,अर पडन [EN]बस[/EN] क यध तय करन इस फकट भतहन चग
239492_18.wav, अपका वास थोर कत्कते हैं।,हां हां आपका आवाज थोड़ा कट कट के आता है हाँ पुराने पड़ोस की,अपक वस थर कतकत ह,ह आपक आवज थड कट क आत ह परन पडस क,अपक वस थर कतकत ह
239492_19.wav, پورا نے پڑھو,हा पुराने पढो,پورا نے پڑھو,ह परन पढ,پورا نے پڑھو
239492_2.wav, अप बर्फकत हैं,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,अप बरफकत ह,ह बलए पडसय स मलकर अपन परचय दन ह आप सन प रह ह अब परफकट ह,अप बरफकत ह
239492_20.wav, Hmm.,हूं,,ह,[EN]nan[/EN]
239492_21.wav, Thank you.,हुं,थक य,ह,थक य
239492_22.wav, Thank you.,हां हां,थक य,ह,थक य
239492_23.wav, Hmm.,हम्म,,हमम,[EN]nan[/EN]
239492_24.wav," अवारे मैं बुत्यों की सकना है,",सही बोले हमारे भी वहां अपने जो बचपन के जो मित्र गण है जहां मैं पुराने मौहल्ला में जहां रहता था तो,अवर म बतय क सकन ह,सह बल हमर भ वह अपन ज बचपन क ज मतर गण ह जह म परन महलल म जह रहत थ त,अवर म बतय क सकन ह
239492_25.wav, پرانے جگہ کا یاد تو جارو راتا ہے,पुराने जगह का याद तो जरूर आता है पुराने मोहल्ले में हम जहां रहते थे पुराने मोहल्ले में जहां हम रहते थे वहाँ का याद तो जरूर आता है।,پرانے جگہ کا یاد تو جارو راتا ہے,परन जगह क यद त जरर आत ह परन महलल म हम जह रहत थ परन महलल म जह हम रहत थ वह क यद त जरर आत ह,پرانے جگہ کا یاد تو جارو راتا ہے
239492_26.wav, Yeah.,हां,,ह,[EN]nan[/EN]
239492_27.wav," तब हैं, सेई वोला",हम्म हम्म सही बोले,तब ह सई वल,हमम सह बल,तब ह सई वल
239492_28.wav, Hmm.,हम्म,,हमम,[EN]nan[/EN]
239492_29.wav," तेख है सर रकता हम, थेंग,ल्विदा",सही बात ठीक है सर अह रखते हैं ठीक है अलविदा,तख ह सर रकत हम थगलवद,सह बत ठक ह सर अह रखत ह ठक ह अलवद,तख ह सर रकत हम थगलवद
239492_3.wav," बवार्यों के सी आनकित है, मुल्सी कहाँ तो अम्मिल कर परीचाय जना.","पड़ोसियों से मिलकर अपना परिचय देना, जब हम नए मोहल्ले में जाते हैं अगलबगल के जो हमारे पड़ोसीगण हैं, उनसे मिलकर अपने बारे में बताते हैं कि हमारा नाम ये है, हम आये हैं, फला जगह से आये हैं।",बवरय क स आनकत ह मलस कह त अममल कर परचय जन,पडसय स मलकर अपन परचय दन जब हम नए महलल म जत ह अगलबगल क ज हमर पडसगण ह उनस मलकर अपन बर म बतत ह क हमर नम य ह हम आय ह फल जगह स आय ह,बवरय क स आनकत ह मलस कह त अममल कर परचय जन
239492_4.wav," अगर मेरा की चिन्हीं ना हो, तुम उनके गयर जा पाएं कि छिणनेलेनے केलिये",जिससे ओ उसके और हमारे बीच में एक अच्छा रिश्ता हो पाएं जो कि भविष्य में अगर मेरे पास चिन्नी ना हो तो हम उनके घर जा पाएं कि चिन्नी लेने के लिए,अगर मर क चनह न ह तम उनक गयर ज पए क छणनलनے कलय,जसस ओ उसक और हमर बच म 1 अचछ रशत ह पए ज क भवषय म अगर मर पस चनन न ह त हम उनक घर ज पए क चनन लन क लए,अगर मर क चनह न ह तम उनक गयर ज पए क छणनलनے कलय
239492_5.wav, तोरा चिन्डी दिजेगा,थोड़ा चीनी दीजिए गा ऐसे,तर चनड दजग,थड चन दजए ग ऐस,तर चनड दजग
239492_6.wav," अगल बाखल के जो भी दुकान गं है, योडर में क्या मिल्रहा हे,","हां हां पास की दुकानों पार्कों और कैफे को देखना अगल बगल के जो भी दुकान गन है जो अगल में क्या मिल रहा है, नहीं मिल रहा है इसके।",अगल बखल क ज भ दकन ग ह यडर म कय मलरह ह,ह पस क दकन परक और कफ क दखन अगल बगल क ज भ दकन गन ह ज अगल म कय मल रह ह नह मल रह ह इसक,अगल बखल क ज भ दकन ग ह यडर म कय मलरह ह
239492_7.wav," अगर हम नहीं मुहले मैं जार लिए है, क्योंक्ता मेंने खास करतम हो याईद?",इसके बारे में भी जानकारी इकठ्ठा कर लेना अगर हम नए मोहल्ले में जा रहे हैं अगर हां कि कहां क्या मिल रहा है आखिकार मेरा गैस खत्म हो जाएगा तो हमें कौन सा,अगर हम नह महल म जर लए ह कयकत मन खस करतम ह यईद,इसक बर म भ जनकर इकठठ कर लन अगर हम नए महलल म ज रह ह अगर ह क कह कय मल रह ह आखकर मर गस खतम ह जएग त हम कन स,अगर हम नह महल म जर लए ह कयकत मन खस करतम ह यईद
239492_8.wav," अगल बाखर के दुकान मैं जियस मेरी फिल्कर पाया यह से, भरब आएँ. औरनोय गरको सैत करنا तो वमने क्यों को,",अगल बगल का दुकान में गैस मेरा फिल कर पाएगा ऐसे भर पाएगा अ और नए घर को सेट करना तो अपने घर को जितना अच्छा से हम बना के रखेंगे अह उत्त,अगल बखर क दकन म जयस मर फलकर पय यह स भरब आए औरनय गरक सत करنا त वमन कय क,अगल बगल क दकन म गस मर फल कर पएग ऐस भर पएग अ और नए घर क सट करन त अपन घर क जतन अचछ स हम बन क रखग अह उतत,अगल बखर क दकन म जयस मर फलकर पय यह स भरब आए औरनय गरक सत करنا त वमन कय क
239492_9.wav," अपने किस्यार, समालेको मुत्हीं",नहीं अच्छा होगा हमारे लिए कि हां हां हां कौन समान कहां रखना बेड तैयार करना कपड़े को एडजेस्ट करना किचन को तैयार करना मसाले को मसाले के डब्बा में रखना,अपन कसयर समलक मतह,नह अचछ हग हमर लए क ह कन समन कह रखन बड तयर करन कपड क एडजसट करन कचन क तयर करन मसल क मसल क डबब म रखन,अपन कसयर समलक मतह
240907_0.wav, अपने साय्त हैं करी तो बहुल देरा थक पडे हो,सर ऐसे भी होता की कभी आप देर रात तक पढ़े हो के अच्छा ह्म्म्म।,अपन सयत ह कर त बहल दर थक पड ह,सर ऐस भ हत क कभ आप दर रत तक पढ ह क अचछ हममम,अपन सयत ह कर त बहल दर थक पड ह
240907_1.wav," अपने सर्कोलिस तायम मैं आती जो फुझ़शर होते है, उन के चाहत खविया एक और था कोई पूछँर की साथ लगा हौए यां कृदीड बसंधीता",तो सर कॉलेज टाइम में अपने जो प्रोफेसर होते हैं उनके साथ कभी आपका कोई कोई प्रोफेसर के साथ लगाव रहा हो या कोई आपका फेवरेट पसंदीदा प्रोफेसर रहा हो तो,अपन सरकलस तयम म आत ज फझशर हत ह उन क चहत खवय 1 और थ कई पछर क सथ लग हए य कदड बसधत,त सर कलज टइम म अपन ज परफसर हत ह उनक सथ कभ आपक कई परफसर क सथ लगव रह ह य कई आपक फवरट पसदद परफसर रह ह त,अपन सरकलस तयम म आत ज फझशर हत ह उन क चहत खवय 1 और थ कई पछर क सथ लग हए य कदड बसधत
240907_10.wav, अजी,टीचर वाला भी लगाव था और एक घर वाला भी लगाव था ऐसे लगता था जैसे कि हम फैमिली मेंबर भी हैं हांजी,अज,टचर वल भ लगव थ और 1 घर वल भ लगव थ ऐस लगत थ जस क हम फमल मबर भ ह हज,अज
240907_11.wav," अपने कोलिज मैं काफी खुर्सत होते, यह समक्या लगा","जी सर हमारे कॉलेज में काफी फेस्ट होते थे, यूनिवर्सिटी में फेस्ट होते थे, उसमें भी हम भाग लेते थे, कॉलेज में जो फेस्ट होते थे, उसमें भी हम भाग लेते थे, शुरू शुरू से मेरे को उसका सिंगिंग का शोक रहा है, तो मैं",अपन कलज म कफ खरसत हत यह समकय लग,ज सर हमर कलज म कफ फसट हत थ यनवरसट म फसट हत थ उसम भ हम भग लत थ कलज म ज फसट हत थ उसम भ हम भग लत थ शर स मर क उसक सगग क शक रह ह त म,अपन कलज म कफ खरसत हत यह समकय लग
240907_12.wav, अपका कोई मतल्रुब फैस्ट में हिसा लेनी की रूची साही हो गी,काफी बढ़ चढ़ के भाग लिया करता था उसमें जी सर आपका भी कोई मतलब आह फैस्ट में हिस्सा लेने की रुचि रही होगी कोई,अपक कई मतलरब फसट म हस लन क रच सह ह ग,कफ बढ चढ क भग लय करत थ उसम ज सर आपक भ कई मतलब आह फसट म हसस लन क रच रह हग कई,अपक कई मतलरब फसट म हस लन क रच सह ह ग
240907_13.wav, Thank you.,जी हां सर,थक य,ज ह सर,थक य
240907_14.wav, On Jesus.,हांजी सर हं,on jesus,हज सर ह,[EN]on[/EN] [EN]jesus[/EN]
240907_15.wav, Hmm,हम्म,,हमम,[EN]nan[/EN]
240907_16.wav," अपने करी रूमैत से हां, दोस्तोंके साहता एसी कोई सरार्थ की हो. जो आब कियाधगाल बन गयो, सुसदान के लिए",सर आपने कभी रूममेट्स या दोस्तों के साथ ऐसी कोई शरारत की हो जो आपकी यादगार बन गई हो सदा के लिए,अपन कर रमत स ह दसतक सहत एस कई सररथ क ह ज आब कयधगल बन गय ससदन क लए,सर आपन कभ रममटस य दसत क सथ ऐस कई शररत क ह ज आपक यदगर बन गई ह सद क लए,अपन कर रमत स ह दसतक सहत एस कई सररथ क ह ज आब कयधगल बन गय ससदन क लए
240907_17.wav," अगर किसीकोन नहींता जाते थी, उस्या कमल चीन मुझे से.",हाँ फिर तो हाँ जी सर मेरे रूम मेटेस थे हम काफी शरारत किया करते थे जैसे अ अगर किसी को नींद आ जाती थी उसका कंबल अ छीन लिया करते थे ऐसे मतलब,अगर कसकन नहत जत थ उसय कमल चन मझ स,ह फर त ह ज सर मर रम मटस थ हम कफ शररत कय करत थ जस अ अगर कस क नद आ जत थ उसक कबल अ छन लय करत थ ऐस मतलब,अगर कसकन नहत जत थ उसय कमल चन मझ स
240907_18.wav, तो सब मुर्ताने किसी ज़ादटा है,प्रार्थे चलती रहती थी।,त सब मरतन कस जदट ह,पररथ चलत रहत थ,त सब मरतन कस जदट ह
240907_19.wav, Bye.,हा,bye,ह,[EN]bye[/EN]
240907_2.wav," अगर वो पसंदीता तु क्यों फसन्धीथा है, इसके बारे में कॉच भतहिए से.",उनका क्या नाम था कि सब्जेक्ट का था अगर वह पसंदीदा था तो क्यों पसंदीदा था इसके बारे में कुछ बताइए सर,अगर व पसदत त कय फसनधथ ह इसक बर म कच भतहए स,उनक कय नम थ क सबजकट क थ अगर वह पसदद थ त कय पसदद थ इसक बर म कछ बतइए सर,अगर व पसदत त कय फसनधथ ह इसक बर म कच भतहए स
240907_20.wav," अज्या करते है, सरकादी मिसे लोगना आप यहुट.",ऐसी तो शरारते है सर काफी है उन में से अब क्या बताऊं आपको जैसे कि सर्दियों में मतलब अगर कोई सोया हुआ होता था तो एक उस पे ठंडा पानी डाल दिया।,अजय करत ह सरकद मस लगन आप यहट,ऐस त शररत ह सर कफ ह उन म स अब कय बतऊ आपक जस क सरदय म मतलब अगर कई सय हआ हत थ त 1 उस प ठड पन डल दय,अजय करत ह सरकद मस लगन आप यहट
240907_21.wav," अगर साम्य कोंकिते है, आसी सुनारति कर ते देती थे सरह मूल.",उसको खड़ा करने के लिए ऐसे शरारते करते रहते थे सर हम और जैसे कोई नहाने जा रहा है उसका पीछे से नल बंद कर दिया उसने साबुन लगा रखी है वो,अगर समय ककत ह आस सनरत कर त दत थ सरह मल,उसक खड़ करन क लए ऐस शररत करत रहत थ सर हम और जस कई नहन ज रह ह उसक पछ स नल बद कर दय उसन सबन लग रख ह व,अगर समय ककत ह आस सनरत कर त दत थ सरह मल
240907_22.wav, اللہ مجھا رہے نلون کرو,हल्ला मचा रहा है ना लोन करो ना लोन करो,اللہ مجھا رہے نلون کرو,हलल मच रह ह न लन कर न लन कर,اللہ مجھا رہے نلون کرو
240907_23.wav," अगर काफी मोल्सनत दा सर, आये सिंकुट यह जैसे गी एक प्रड़ा है,",वो काफी इमोशनल था सर। ऐसे लग रहा था जैसे कि ये जो अपनी अ कॉलेज की एक फैमिली है या जो कॉलेज की ये जो लाइफ है,अगर कफ मलसनत द सर आय सकट यह जस ग 1 परड ह,व कफ इमशनल थ सर ऐस लग रह थ जस क य ज अपन अ कलज क 1 फमल ह य ज कलज क य ज लइफ ह,अगर कफ मलसनत द सर आय सकट यह जस ग 1 परड ह
240907_24.wav," तो आजे लगरा था सर, जैसे की यह सबकुच हूँ अपने से, मिल्तें समया,",तो ऐसे लग रहा था सर जैसे कि ये सब कुछ अपने से एकदम दूर हो रहा है। आज लास्ट दिन है। इसको जितना जिया जाए। उतना जी लो मतलब काफी इमोशनल था वो और मतलब।,त आज लगर थ सर जस क यह सबकच ह अपन स मलत समय,त ऐस लग रह थ सर जस क य सब कछ अपन स एकदम दर ह रह ह आज लसट दन ह इसक जतन जय जए उतन ज ल मतलब कफ इमशनल थ व और मतलब,त आज लगर थ सर जस क यह सबकच ह अपन स मलत समय
240907_25.wav," तीन साल कियादे है, एक दिं में स्मत गयी सरबू.",तीन साल की यादें एक दिन में सिमट गई सर वो।,तन सल कयद ह 1 द म समत गय सरब,तन सल क यद 1 दन म समट गई सर व,तन सल कयद ह 1 द म समत गय सरब
240907_26.wav, آہاں، الگ بس مدھلب سیلفی و گرالی تھی اور آپ پاس میں باتے کیتھی یہ ہی سب کیا تھا,हा अलग बस मतलब सैल्फी वगैराह ली थी और आपस में बाते की थी यही सब किया था ताकि सदा इसको संजो के सहज आ,آہاں الگ بس مدھلب سیلفی و گرالی تھی اور آپ پاس میں باتے کیتھی یہ ہی سب کیا تھا,ह अलग बस मतलब सलफ वगरह ल थ और आपस म बत क थ यह सब कय थ तक सद इसक सज क सहज आ,آہاں الگ بس مدھلب سیلفی و گرالی تھی اور آپ پاس میں باتے کیتھی یہ ہی سب کیا تھا
240907_27.wav, अपका कोलिज् करने सुत्यीं कैसरा,संजोग के इसको रख सकें सदा याद रहे ये मेमोरी है इनको सेव कर सके बस यहीं किया था सब हम्म आपका कॉलेज का लास्ट दिन केसा रहा था,अपक कलज करन सतय कसर,सजग क इसक रख सक सद यद रह य ममर ह इनक सव कर सक बस यह कय थ सब हमम आपक कलज क लसट दन कस रह थ,अपक कलज करन सतय कसर
240907_28.wav, you,REDACTED,you,redacted,[EN]you[/EN]
240907_29.wav, ლნაქᅱទᆠ្កာយមᠤᶦ,हम्म हम्म हां,ლნაქᅱទᆠកយមᠤᶦ,हमम ह,ლნაქᅱទᆠកយមᠤᶦ
240907_3.wav, and Jesus.,जी सर जी सर हुम,and jesus,ज सर ज सर हम,[EN]and[/EN] [EN]jesus[/EN]
240907_30.wav," अगर में साथ की है, आन्तर जानना चाूनिया,",मैंम बातें तो अभी भी होती सर मेरी भी होती रहती है और अगर मैं डिफरेंस अंतर अ जानना चाहूं या तुलना करना चाहें आपा,अगर म सथ क ह आनतर जनन चनय,मम बत त अभ भ हत सर मर भ हत रहत ह और अगर म डफरस अतर अ जनन चह य तलन करन चह आप,अगर म सथ क ह आनतर जनन चनय
240907_31.wav," तो कुलेसके दिन थी हैं, और जाजक्य धिई आप में क्ता फरक नचरात सरब को.",तो जो वो अ कोलेज के दिन थे और जो आज के दिन है उनमें अ क्या फर्क नजर आता है सर आपको,त कलसक दन थ ह और जजकय धई आप म कत फरक नचरत सरब क,त ज व अ कलज क दन थ और ज आज क दन ह उनम अ कय फरक नजर आत ह सर आपक,त कलसक दन थ ह और जजकय धई आप म कत फरक नचरत सरब क
240907_32.wav, I'm not sure if you can see it.,हूं हूं,im not sure if you can see it,ह,[EN]im[/EN] [EN]not[/EN] [EN]sure[/EN] [EN]if[/EN] [EN]you[/EN] [EN]can[/EN] [EN]see[/EN] [EN]it[/EN]
240907_33.wav, Jisal. Jiseh.,"जी सर, जी सर",jisal jiseh,ज सर ज सर,[EN]jisal[/EN] [EN]jiseh[/EN]
240907_34.wav, لکھ بغی سم کہہ سکتے ہیں صرف ایسا ہی میرا تھا کیونگی چب آپ پر کولج میں رہتین تھی وہ,हुं हुं लगभग सेम कह सकते हैं सर ऐसा ही मेरा था क्योंकि जब आपन अगर कॉलेज में रहते हैं तो उस,لکھ بغی سم کہہ سکتے ہیں صرف ایسا ہی میرا تھا کیونگی چب آپ پر کولج میں رہتین تھی وہ,ह लगभग सम कह सकत ह सर ऐस ह मर थ कयक जब आपन अगर कलज म रहत ह त उस,لکھ بغی سم کہہ سکتے ہیں صرف ایسا ہی میرا تھا کیونگی چب آپ پر کولج میں رہتین تھی وہ
240907_35.wav," अपा सर्दूल से चतियं की आबने कोलेज पुझना है, इस ताईम वह नीक लास हा, ॐस में भीग़े सानःा एक.",टाइम आप शेड्यू्ल् से चलते हैं कि अपने को इस टाइम कॉलेज पहुंचना है इस टाइम अपनी क्लास है इस टाइम अपने को वापस आना है मतलब वो दिनचर्याय का अलग होती है जैसे अब तो आपको कुछ मिस भी कर दे तो भी चलेगा बट,अप सरदल स चतय क आबन कलज पझन ह इस तईम वह नक लस ह ॐस म भग सन 1,टइम आप शडयल स चलत ह क अपन क इस टइम कलज पहचन ह इस टइम अपन कलस ह इस टइम अपन क वपस आन ह मतलब व दनचरयय क अलग हत ह जस अब त आपक कछ मस भ कर द त भ चलग बट,अप सरदल स चतय क आबन कलज पझन ह इस तईम वह नक लस ह ॐस म भग सन 1
240907_36.wav," अपा कोलेज मैं आफम्या नहीं हूँ, उसकरतिन तो और से लगाई बास्टाना है.",कॉलेज में आपा अह मिस नहीं करते ज्यादा अगर आपा कॉलेज में मिस करते हैं तो वो एक अह चीज होती है अह दोस्तों के साथ फन करने के लिए आपका क्लास मिस करते है बस हा,अप कलज म आफमय नह ह उसकरतन त और स लगई बसटन ह,कलज म आप अह मस नह करत जयद अगर आप कलज म मस करत ह त व 1 अह चज हत ह अह दसत क सथ फन करन क लए आपक कलस मस करत ह बस ह,अप कलज म आफमय नह ह उसकरतन त और स लगई बसटन ह
240907_37.wav," जी सर, मेरिको लगा स्या तन्हमात आपका.","अ जी सर,अ मेरे को भी अच्छा लगा सर धन्यवाद आपका",ज सर मरक लग सय तनहमत आपक,अ ज सरअ मर क भ अचछ लग सर धनयवद आपक,ज सर मरक लग सय तनहमत आपक
240907_4.wav, Thank you.,जी,थक य,ज,थक य
240907_5.wav," अगर आपने कोलिसके बाहम भताूं, मैंडीए वी क्यों सकते है दिन काफी मुज्मस्तीमे, स्थटर्ディमے, तोश्स ठात फन में गॉछ रहा ही सर.",हम्म हम्म जी सर मैं अगर अपने कॉलेज के बारे में बताऊं तो मेरे भी कॉलेज के दिन काफ मोज मस्ती में स्टडी में दोस्तों के साथ फन में गुजरा है सर,अगर आपन कलसक बहम भत मडए व कय सकत ह दन कफ मजमसतम सथटरディमے तशस ठत फन म गछ रह ह सर,हमम ज सर म अगर अपन कलज क बर म बतऊ त मर भ कलज क दन कफ मज मसत म सटड म दसत क सथ फन म गजर ह सर,अगर आपन कलसक बहम भत मडए व कय सकत ह दन कफ मजमसतम सथटरディमے तशस ठत फन म गछ रह ह सर
240907_6.wav," अगर कोलेज मैं सान्ती है, जिनदकी से के सबसे फहुरेत गोड़्याण पीरियट कै सकते होंएं.",हां मैं कह सकता हूं कि वो मेरे जो कोलेज के तीन साल थे ना अ जिंदगी से के सबसे फेवरेट गोल्ड पीरियड कह सकते हैं उनको और,अगर कलज म सनत ह जनदक स क सबस फहरत गडयण परयट क सकत हए,ह म कह सकत ह क व मर ज कलज क तन सल थ न अ जदग स क सबस फवरट गलड परयड कह सकत ह उनक और,अगर कलज म सनत ह जनदक स क सबस फहरत गडयण परयट क सकत हए
240907_7.wav," जी सर, मेरे थो पसन्दिता टीक्यर ती हूँ फीड किटा मैं, चो मरहे को, business ।",अ जी सर मेरे जो पसंदीदा टीचर थी वो थी अ गीता मैम जो मेरे को अ बिजनेस पढ़ाती थी बी कॉम में,ज सर मर थ पसनदत टकयर त ह फड कट म च मरह क बसiness,अ ज सर मर ज पसदद टचर थ व थ अ गत मम ज मर क अ बजनस पढत थ ब कम म,ज सर मर थ पसनदत टकयर त ह फड कट म च मरह क बसiness
240907_8.wav, بیزنس پڑا تھی وہ بھئے گرامین چہتر سے تھیں مدلب ان کے ساتھ میرا اتنا لگاؤ تھا کہ ہم ککشا کے بعد بھی آپست میں بات کر دے رہے تھے قبی اسٹری کو لیکر کے باطیں,तो बिजनस पढ़ाती थी वो भी ग्रामीण क्षेत्र से थी मतलब अ उनके साथ मेरा इतना लगाव था कि हम अ कक्षा के बाद भी आपस में बातें करते रहते थे कभी स्टडी को लेकर के बातें,بیزنس پڑا تھی وہ بھئے گرامین چہتر سے تھیں مدلب ان کے ساتھ میرا اتنا لگاؤ تھا کہ ہم ککشا کے بعد بھی آپست میں بات کر دے رہے تھے قبی اسٹری کو لیکر کے باطیں,त बजनस पढत थ व भ गरमण कषतर स थ मतलब अ उनक सथ मर इतन लगव थ क हम अ ककष क बद भ आपस म बत करत रहत थ कभ सटड क लकर क बत,بیزنس پڑا تھی وہ بھئے گرامین چہتر سے تھیں مدلب ان کے ساتھ میرا اتنا لگاؤ تھا کہ ہم ککشا کے بعد بھی آپست میں بات کر دے رہے تھے قبی اسٹری کو لیکر کے باطیں
240907_9.wav, अपने साम्य करती हैं।,"कभी घर परिवार को लेकर के बातें अ जो सोशल मीडिया उसको लेकर के बातें जो अपने आसपास चल रहा है उसको लेकर के बातें मतलब हम आप आपस में बातें करते रहते थे, उनकें साथ एक ।",अपन समय करत ह,कभ घर परवर क लकर क बत अ ज सशल मडय उसक लकर क बत ज अपन आसपस चल रह ह उसक लकर क बत मतलब हम आप आपस म बत करत रहत थ उनक सथ 1,अपन समय करत ह
240909_0.wav," यह सर्प एक पेबर के लिया हैं भी तेन फलें मुत्से, और थो मम्हाँ वरती करटेते हो",जी पेप पेपर के एक दिन पहले ही हम देर तक पढ़ते थे वरना तो हम सिर्फ मौज मस्ती करते थे,यह सरप 1 पबर क लय ह भ तन फल मतस और थ ममह वरत करटत ह,ज पप पपर क 1 दन पहल ह हम दर तक पढत थ वरन त हम सरफ मज मसत करत थ,यह सरप 1 पबर क लय ह भ तन फल मतस और थ ममह वरत करटत ह
240909_1.wav, अगरा क्योंने सकती है।,मेरे पसंदीदा सर थे अनुपम सर वो हमें फाइनेंस पढ़ाते थे जब मैं सेकंड ईयर में था अपने कॉलेज में वो काफी अच्छा पढ़ाई पढ़ाते थे हमें अपने वो अपने,अगर कयन सकत ह,मर पसदद सर थ अनपम सर व हम फइनस पढत थ जब म सकड ईयर म थ अपन कलज म व कफ अचछ पढई पढत थ हम अपन व अपन,अगर कयन सकत ह
240909_10.wav," तो येग बार हमने, दंस कुम्तिक्यन मैं पाड लीए था. उस में, स्वहांट डान्सर किता ने धाल्नस खी आते है. काहफी मजायात होँसेन.",फुट पास मिलता था तो एक बार हमने डांस कंपटीशन में पार्ट लिया था उसमें हम बैकग्राउंड डांसर की तरह हमने डांस किया था काफी मज़ा आया था उस दिन,त यग बर हमन 10 कमतकयन म पड लए थ उस म सवहट डनसर कत न धलनस ख आत ह कहफ मजयत हसन,फट पस मलत थ त 1 बर हमन डस कपटशन म परट लय थ उसम हम बकगरउड डसर क तरह हमन डस कय थ कफ मज आय थ उस दन,त यग बर हमन 10 कमतकयन म पड लए थ उस म सवहट डनसर कत न धलनस ख आत ह कहफ मजयत हसन
240909_11.wav," अच्र में हमारा गर से ही, नहीं कोलिज काई पासनता। उछिसे करन हैं, हुँ, ॐक आपने खर थे, कि देख कौले Jata tha aur Kollish तो इग़. टो, room mates to, ke nahin या मा",असल में हमारा घर से ही हमारा कॉलेज काफी पास मे था कुछ इससे कारण हम अपने घर से ही सीधे कॉलेज जाते थे और कॉलेज से ही घर तो रूममेट्स तो थे नहीं हमारे है या आपके रूममेट्स थे,अचर म हमर गर स ह नह कलज कई पसनत उछस करन ह ॐक आपन खर थ क दख कल jata tha aur kollish त इग ट room mates to ke nahin य म,असल म हमर घर स ह हमर कलज कफ पस म थ कछ इसस करण हम अपन घर स ह सध कलज जत थ और कलज स ह घर त रममटस त थ नह हमर ह य आपक रममटस थ,अचर म हमर गर स ह नह कलज कई पसनत उछस करन ह ॐक आपन खर थ क दख कल [EN]jata[/EN] [EN]tha[/EN] [EN]aur[/EN] [EN]kollish[/EN] त इग ट [EN]room[/EN] [EN]mates[/EN] [EN]to[/EN] [EN]ke[/EN] [EN]nahin[/EN] य म
